rule_id	c_sex	c_sex_evidence	c_age	c_age_evidence	c_ownership_status	c_ownership_status_evidence	c_ancestry	c_ancestry_evidence	c_residence	c_residence_evidence	c_wealth	c_wealth_evidence	c_occupation	c_occupation_evidence	emic_label_in_text	criterion_reasoning_text
tlg0014.tlg010.perseus-eng2::2	unspecified	unspecified	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	high	stated	unspecified	unspecified	rich citizens	The verbatim explicitly names 'rich citizens' and 'property-owner'. Citizen status implies free status; wealth is stated as 'rich'.
tlg0014.tlg010.perseus-eng2::3	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	each one of us / citizens	The verbatim uses the general analogy of 'each one of us' and 'parents' to describe obligations, but does not specify sex, age, or status for the legal obligation mentioned.
tlg0014.tlg013.perseus-eng2::0	unspecified	unspecified	any	stated	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	citizen	The verbatim states the share is for 'each citizen', specifically mentioning both those of 'military age' and those 'beyond the age-limit', covering any age. Citizen implies free status.
tlg0014.tlg013.perseus-eng2::1	unspecified	unspecified	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	citizen	The verbatim applies to 'citizen against citizen'. Citizen status lexically presupposes free ownership status.
tlg0014.tlg013.perseus-eng2::2	male	implied	adult	implied	free	implied	foreign	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	Meno of Pharsalus / Perdiccas	The text names specific foreigners (Meno, Perdiccas) and a King; 'King' implies male, adult, and free. They are described as not having Athenian citizenship (implied foreign ancestry).
tlg0014.tlg016.perseus-eng2::0	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	native	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	men who claim to offer advice in this Assembly	The text refers to those speaking 'Attic' in the 'Assembly', contrasting them with Arcadians or Laconians, implying native ancestry.
tlg0014.tlg016.perseus-eng2::1	unspecified	unspecified	unspecified	unspecified	free	implied	native	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	citizens of Athens	'Citizens of Athens' implies free status and native ancestry, contrasting them with those from 'Arcadia' or 'Lacedaemon'.
tlg0014.tlg017.perseus-eng2::0	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	parties to the peace	The text refers broadly to 'states that are parties' and 'established laws', but does not name specific individual criteria for those protected from execution/banishment.
tlg0014.tlg017.perseus-eng2::1	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	parties to the peace	The text protects property and land from partition, which benefits owners, but the individuals in scope are not lexically distinguished by any criterion.
tlg0014.tlg017.perseus-eng2::2	unspecified	unspecified	unspecified	unspecified	enslaved	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	slaves	The verbatim explicitly names 'slaves' in the context of prohibiting their emancipation.
tlg0014.tlg017.perseus-eng2::3	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	all the parties to the peace	The rule applies to all 'parties to the peace', but does not specify individual criteria for the people sailing the ships.
tlg0014.tlg017.perseus-eng2::4	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	foreign	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	they [foreigners]	The rule prohibits 'them' (foreigners as implied by the context of a 'joint agreement' preventing outside building) from using the harbor.
tlg0014.tlg017.perseus-eng2::5	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	non_resident	implied	unspecified	unspecified	unspecified	unspecified	exiles	The word 'exiles' lexically presupposes residence='non_resident' (individuals cast out of their home state).
tlg0014.tlg018.perseus-eng2::0	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	litigant	stated	every litigant	The verbatim explicitly names 'every litigant' as the party entitled to these rights.
tlg0014.tlg018.perseus-eng2::3	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	high	stated	trierarchs	stated	trierarchs	The text names 'trierarchs' and defines them by wealth assessments ('ten talents'), indicating high wealth.
tlg0014.tlg018.perseus-eng2::4	unspecified	unspecified	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	low	stated	unspecified	unspecified	needy citizens	The text explicitly mentions 'needy citizens' and 'poor'. Citizen implies free; needy/poor implies low wealth.
tlg0014.tlg018.perseus-eng2::5	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	Athenian	The text says 'no Athenian be allowed', which identifies the group solely by their political identity/ancestry, but does not specify age or sex.
tlg0014.tlg018.perseus-eng2::6	unspecified	unspecified	unspecified	unspecified	enslaved	stated	foreign	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	inhabitants / Greeks	The text describes 'selling the inhabitants into slavery', and refers to 'Greeks' being enslaved, implying foreign (non-Macedonian) status.
tlg0014.tlg019.perseus-eng2::0	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	ambassadors	stated	ambassadors	The text specifically names 'ambassadors' as the subjects of the rule regarding honors.
tlg0014.tlg019.perseus-eng2::2	male	implied	adult	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	ambassador	stated	ambassador	The text refers to an 'ambassador' and 'gentleman', implying male sex and adult age. The occupation is stated as 'ambassador'.
tlg0014.tlg019.perseus-eng2::3	male	implied	adult	implied	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	men who enter public life	The word 'men' implies male sex, adult age, and free status in the context of holding public office and 'scrutiny'.
tlg0014.tlg019.perseus-eng2::6	male	implied	adult	implied	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	envoy	stated	envoy	The verbatim refers to appointing an 'envoy' (occupation); the context of 'men of Athens' and public business implies free adult males.
tlg0014.tlg023.perseus-eng2::0	male	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	murderer	The verbatim uses 'he' and 'him' to refer to the murderer, implying male sex.
tlg0014.tlg023.perseus-eng2::1	male	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	non_resident	stated	unspecified	unspecified	unspecified	unspecified	homicide who has quitted the country	The text explicitly mentions those who have 'quitted the country' and are 'outside the frontier' (residence) and uses male pronouns.
tlg0014.tlg023.perseus-eng2::2	male	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	man who slays	The verbatim refers to 'the man who slays' and 'slay even our friends', implying male sex for the actor.
tlg0014.tlg023.perseus-eng2::3	male	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	non_resident	stated	unspecified	unspecified	unspecified	unspecified	man who is convicted of involuntary homicide	The text states the subject shall 'leave the country' and 'remain in exile' (residence) and uses 'man' and 'him'.
tlg0014.tlg023.perseus-eng2::4	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	kinsmen	The verbatim refers to 'kinsmen' and 'hostages' without specific lexical constraints on sex, age, or status beyond family relation.
tlg0014.tlg023.perseus-eng2::5	unspecified	unspecified	unspecified	unspecified	free	implied	native	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	Athenians	The term 'Athenians' and 'citizen' implies native ancestry and free status respectively.
tlg0014.tlg023.perseus-eng2::6	male	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	non_resident	implied	unspecified	unspecified	unspecified	unspecified	murderer	The verbatim uses 'he' and 'absents himself from the frontier', implying male sex and status as an exile (non-resident).
tlg0014.tlg032.perseus-eng2::0	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	shipowners and merchants	stated	shipowners and merchants	The verbatim explicitly names the occupations 'shipowners and merchants'.
tlg0014.tlg032.perseus-eng2::1	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	shipowners and merchants	stated	shipowners and merchants	The verbatim explicitly names the occupations 'shipowners and merchants'.
tlg0014.tlg032.perseus-eng2::2	male	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	him	The verbatim uses 'him' and 'he', implying male sex for the person brought before the Polemarch.
tlg0014.tlg041.perseus-eng2::0	female	implied	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	daughters	The word 'daughters' implies female sex and, in this social context of marriage portions, free status.
tlg0014.tlg041.perseus-eng2::1	female	implied	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	daughter	The word 'daughter' implies female sex and free status.
tlg0014.tlg041.perseus-eng2::3	female	implied	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	wife	The word 'wife' and 'lady' implies female sex and free status.
tlg0014.tlg042.perseus-eng2::2	unspecified	unspecified	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	high	stated	unspecified	unspecified	Three Hundred	The verbatim refers to 'the richest citizens' and 'Three Hundred', stating high wealth and implying free status via 'citizens'.
