rule_uid	file_id	perseus_author	perseus_title	year	period	rule	group	group_meta	criteria	resource	resource_meta	directionality	verbatim	criterion	group_matched	group_side
tlg0008.tlg001.perseus-eng2::3	tlg0008.tlg001.perseus-eng2	Athenaeus	The Deipnosophists	205	High Roman Empire (135–205 CE)	Slave exclusion from sacred banquets	Slaves	Slaves	['Freedom']	Participation in sacred sacrifices	Access to religious rites	LESS	['And I have always, O my friends, marvelled at the race of slaves, considering how abstemious they are, though placed in the middle of such numbers of dainties; for they pass them by, not only out of fear, but also because they are taught to do so . . . as in the island of Cos, when the citizens sacrifice to Juno. For Macareus says, in his third book of his treatise on Coan Affairs, that, when the Coans sacrifice to Juno, no slave is allowed to enter the temple, nor does any slave taste any one of the things which are prepared for the sacrifice.']	Freedom	Slaves	out-group (deprived)
tlg0008.tlg001.perseus-eng2::5	tlg0008.tlg001.perseus-eng2	Athenaeus	The Deipnosophists	205	High Roman Empire (135–205 CE)	Slave prohibition of wine	Slaves	Slaves	['Freedom']	Right to drink wine	Right to drink wine	LESS	['And among the Romans no slave ever drank wine, nor any free woman, nor any youth born of free parents till he was thirty years of age.']	Freedom	Slaves	out-group (deprived)
tlg0008.tlg001.perseus-eng2::6	tlg0008.tlg001.perseus-eng2	Athenaeus	The Deipnosophists	205	High Roman Empire (135–205 CE)	Roman female wine prohibition	Women	Women	['Gender']	Right to drink wine	Right to drink wine	LESS	['But among the Romans, as Polybius says, in his sixth book, it was forbidden to women to drink wine at all. However, they drink what is called Passum; and that is made of raisins . . . And it is impossible for a woman to drink wine without being detected: for, first of all, she has not the key of the cellar; and, in the next place, she is bound to kiss her relations, and those of her husband, down to cousins, and do this every day when she first sees them . . . for if she has merely tasted wine, it needs no informer, but is sure to betray itself.']	Gender	Women	out-group (deprived)
tlg0008.tlg001.perseus-eng2::7	tlg0008.tlg001.perseus-eng2	Athenaeus	The Deipnosophists	205	High Roman Empire (135–205 CE)	Roman youth wine restriction	Youths	Minors	['Age']	Right to drink wine	Right to drink wine	LESS	['And among the Romans no slave ever drank wine, nor any free woman, nor any youth born of free parents till he was thirty years of age.']	Age	Minors	out-group (deprived)
tlg0008.tlg001.perseus-eng2::8	tlg0008.tlg001.perseus-eng2	Athenaeus	The Deipnosophists	205	High Roman Empire (135–205 CE)	Phiditia contribution obligation	Spartan citizens	Spartans;Citizens	['Citizenship', 'Freedom']	Communal dining (Syssitia)	Access to public honors	MORE	['And every one contributes to the phiditium about three Attic semimedimni of meal, and about eleven or twelve choes of wine; and in addition to this they contributed a certain weight of cheese and figs; and moreover, for purchasing meat, they gave ten Aeginetan obols.']	Citizenship	Citizens	in-group (privileged)
tlg0008.tlg001.perseus-eng2::8	tlg0008.tlg001.perseus-eng2	Athenaeus	The Deipnosophists	205	High Roman Empire (135–205 CE)	Phiditia contribution obligation	Spartan citizens	Spartans;Citizens	['Citizenship', 'Freedom']	Communal dining (Syssitia)	Access to public honors	MORE	['And every one contributes to the phiditium about three Attic semimedimni of meal, and about eleven or twelve choes of wine; and in addition to this they contributed a certain weight of cheese and figs; and moreover, for purchasing meat, they gave ten Aeginetan obols.']	Freedom	Citizens	in-group (privileged)
tlg0010.tlg004.perseus-eng2::0	tlg0010.tlg004.perseus-eng2	Isocrates	Concerning the Team of Horses	-400	Classical (500–360 BCE)	Citizen right to public trial	Citizens	Citizens	['Citizenship']	Protection from condemnation in absentia	Right to a legal trial	MORE	['But when he had learned the power of his enemies and the misfortunes of his friends, although he was of opinion that he was being grossly wronged because they would not try him when he was in Athens but were for condemning him in his absence, not even in these circumstances did my father see fit to desert to the enemy;']	Citizenship	Citizens	in-group (privileged)
tlg0010.tlg004.perseus-eng2::1	tlg0010.tlg004.perseus-eng2	Isocrates	Concerning the Team of Horses	-400	Classical (500–360 BCE)	Liturgical obligations for the wealthy	The wealthy	The wealthy	['Wealth / Properties']	Exemption from public service costs	Exemption from compulsory public financing	LESS	['With regard to my father’s services here in Athens as choregus and gymnasiarch and trierarch—I am ashamed to speak; for so greatly did he excel in all the other public duties that, although those who have served the state in less splendid fashion sing their own praises therefor, if anyone should on my father’s behalf ask for a vote of thanks even in recognition of services as great as his, he would seem to be talking about petty things.']	Wealth / Properties	The wealthy	in-group (privileged)
tlg0010.tlg004.perseus-eng2::2	tlg0010.tlg004.perseus-eng2	Isocrates	Concerning the Team of Horses	-400	Classical (500–360 BCE)	Amnesty for past political crimes	Citizens	Citizens	['Citizenship']	Protection from prosecution for past political acts	Protection from legal prosecution	MORE	['And then do you, Teisias, his brother-in-law and a member of the Council in the time of the Thirty Tyrants, have the hardihood to rake up old grudges against those of the other side, and are you not ashamed to be violating the terms of the amnesty which permits you to reside in the city']	Citizenship	Citizens	in-group (privileged)
tlg0010.tlg004.perseus-eng2::3	tlg0010.tlg004.perseus-eng2	Isocrates	Concerning the Team of Horses	-400	Classical (500–360 BCE)	Disfranchisement for insolvent debtors	The poor	The poor	['Wealth / Properties']	Right to retain citizenship	Right to citizenship	LESS	['For although the same penalties are prescribed for all by our laws, yet the legal risk is not the same for all; on the contrary, the wealthy risk a fine, but those who are in straitened circumstances, as is the case with me, are in danger of disfranchisement, and this is a misfortune greater, in my opinion, than exile']	Wealth / Properties	The poor	out-group (deprived)
tlg0010.tlg006.perseus-eng2::0	tlg0010.tlg006.perseus-eng2	Isocrates	Aegineticus	-400	Classical (500–360 BCE)	Wills drawn per local law	Resident aliens	Foreigners	['Citizenship', 'Freedom']	Right to execute valid wills	Right to dispose of property	MORE	['Read to me also the law of Aegina; for it was necessary that the will be drawn in accordance with this law, since we were alien residents of this island.']	Citizenship	Foreigners	out-group (deprived)
tlg0010.tlg010.perseus-eng2::2	tlg0010.tlg010.perseus-eng2	Isocrates	Busiris	-400	Classical (500–360 BCE)	Spartan restriction on foreign travel	Citizens fit for military service	Citizens;Soldiers	['Occupation', 'Citizenship']	Right to leave the country	Right to freedom of movement	LESS	['For instance, the provision that no citizen fit for military service could leave the country without official authorization, the meals taken in common, and the training of their bodies; furthermore, the fact that lacking none of the necessities of life, they do not neglect the edicts of the State, and that none engage in any other crafts, but that all devote themselves to arms and warfare, all these practices they have taken from Egypt']	Occupation	Citizens	out-group (deprived)
tlg0010.tlg010.perseus-eng2::2	tlg0010.tlg010.perseus-eng2	Isocrates	Busiris	-400	Classical (500–360 BCE)	Spartan restriction on foreign travel	Citizens fit for military service	Citizens;Soldiers	['Occupation', 'Citizenship']	Right to leave the country	Right to freedom of movement	LESS	['For instance, the provision that no citizen fit for military service could leave the country without official authorization, the meals taken in common, and the training of their bodies; furthermore, the fact that lacking none of the necessities of life, they do not neglect the edicts of the State, and that none engage in any other crafts, but that all devote themselves to arms and warfare, all these practices they have taken from Egypt']	Citizenship	Citizens	in-group (privileged)
tlg0010.tlg010.perseus-eng2::4	tlg0010.tlg010.perseus-eng2	Isocrates	Busiris	-400	Classical (500–360 BCE)	Hereditary occupation requirement	Artisans and soldiers	Artisans;Soldiers	['Occupation']	Right to change occupations	Right to freedom of movement	LESS	['Including in all classes the right numbers for the best administration of the commonwealth, he gave orders that the same individuals should always engage in the same pursuits, because he knew that those who continually change their occupations never achieve proficiency in even a single one of their tasks']	Occupation	Artisans	in-group (privileged)
tlg0010.tlg010.perseus-eng2::5	tlg0010.tlg010.perseus-eng2	Isocrates	Busiris	-400	Classical (500–360 BCE)	Egyptian seniority in governance	Older men	Men;Elders	['Age']	Political power over important matters	Political power	MORE	['The older men Busiris appointed to have charge of the most important matters, but the younger he persuaded to forgo all pleasures and devote themselves to the study of the stars, to arithmetic, and to geometry']	Age	Elders	in-group (privileged)
tlg0010.tlg011.perseus-eng2::0	tlg0010.tlg011.perseus-eng2	Isocrates	Panegyricus	-400	Classical (500–360 BCE)	Citizen right to address assembly	Citizens	Citizens	['Citizenship']	Right to provide political counsel	Political power	MORE	['I have come before you to give my counsels on the war against the barbarians and on concord among ourselves. [...] so long as conditions go on as before, and what has been said about them is inadequate, is it not our duty to scan and study this question, the right decision of which will deliver us from our mutual warfare, our present confusion, and our greatest ills?']	Citizenship	Citizens	in-group (privileged)
tlg0010.tlg011.perseus-eng2::1	tlg0010.tlg011.perseus-eng2	Isocrates	Panegyricus	-400	Classical (500–360 BCE)	Citizen distribution of public funds	Citizens	Citizens	['Citizenship', 'Wealth / Properties']	Access to public subsidies	Access to public honors	MORE	['it adapts itself both to those who lack means and to those who wish to enjoy the means which they possess, and that it fails to be of service neither to those who are prosperous nor to those who are unfortunate in their own cities; nay, both classes find with us what they desire, the former the most delightful pastimes, the latter the securest refuge.']	Citizenship	Citizens	in-group (privileged)
tlg0010.tlg011.perseus-eng2::3	tlg0010.tlg011.perseus-eng2	Isocrates	Panegyricus	-400	Classical (500–360 BCE)	Metic exclusion from government	Metics	Foreigners	['Citizenship']	Right to hold public office	Eligibility for public office	LESS	['considering it an outrage that the many should be subject to the few, [...] that, furthermore, in a fatherland which belongs to all in common some should hold the place of masters, others of aliens, and that men who are citizens by birth should be robbed by law of their share in the government.']	Citizenship	Foreigners	out-group (deprived)
tlg0010.tlg013.perseus-eng2::0	tlg0010.tlg013.perseus-eng2	Isocrates	To Nicocles	-400	Classical (500–360 BCE)	Private citizen freedom of speech	Private citizens	Citizens	['Citizenship']	Freedom of speech	Right to free speech	MORE	['For when men are in private life, many things contribute to their education: first and foremost, the absence of luxury among them, and the necessity they are under to take thought each day for their livelihood; next, the laws by which in each case their civic life is governed; furthermore, freedom of speech and the privilege which is openly granted to friends to rebuke and to enemies to attack each other’s faults; besides, a number of the poets of earlier times especially the “gnomic” poets mentioned in 43. have left precepts which direct them how to live; so that, from all these influences, they may reasonably be expected to become better men.']	Citizenship	Citizens	in-group (privileged)
