rule_id	resource_meta	resource	resource_granular	granular_is_new	granular_parent_meta	granular_reasoning
tlg0010.tlg019.perseus-eng2::3	Access to public honors	Access to state-funded distributions	Resident allowance for the poor	False	Right to remuneration for office	refers to 'bounties which are distributed by the city' for those 'compelled to get their livelihood' from it
tlg0010.tlg019.perseus-eng2::4	Right to a legal trial	Right to private dispute arbitration	Right to a trial	False	Right to a legal trial	mentions having 'sat either as arbitrator or as judge' and seeking redress 'in court'
tlg0014.tlg001.perseus-eng2::0	Right to retain property	Right to retain personal wealth	Owning and retaining property	False	Right to retain property	describes the well-to-do spending a fraction to 'enjoy the residue in security'
tlg0014.tlg001.perseus-eng2::1	Right to vote in the Ekklesia	Right to vote in the Ekklesia	Voting in the assembly	False	Right to vote in the Ekklesia	verbatim refers to the 'choice of the best' proposal and an 'idea would be to vote an expedition'
tlg0014.tlg001.perseus-eng2::2	Protection from legal prosecution	Exemption from public prosecution	Exemption from legal audit	False	Exemption from legal audit	statesmen must 'give a ready account of their stewardship' (euthynai)
tlg0014.tlg001.perseus-eng2::3	Access to public honors	Access to public festival funds	Access to public subsidies	False	Access to public honors	verbatim mentions 'appropriate the money for your festivals'
tlg0014.tlg010.perseus-eng2::1	Protection from corporal punishment	Protection from corporal punishment	Protection from private assault	False	Protection from corporal punishment	explicitly mentions 'stripes and bodily outrage' as the necessity of a slave
tlg0014.tlg010.perseus-eng2::2	Right to remuneration for office	Right to receive state distributions	Access to public subsidies	False	Right to remuneration for office	The verbatim refers to 'rich citizens' receiving a 'share of this increase' in state revenues.
tlg0014.tlg010.perseus-eng2::3	Right to inherit property	Right to receive parental support	Inheriting property	False	Right to inherit property	Refers to contributions 'paid cheerfully to the parents' and legal coverage for 'ill-usage' of parental support obligations.
tlg0014.tlg013.perseus-eng2::0	Right to remuneration for office	Right to receive public funds	Pay for assembly or jury service	False	Right to remuneration for office	States that revenues must be shared 'as pay' by those of military age and 'overseers’ fees' for those older.
tlg0014.tlg013.perseus-eng2::1	Eligibility for public office	Right to adjudicate legal rights	Eligibility for jury service	False	Eligibility for public office	The verbatim identifies 'these courts' as sovereign to 'uphold the rights of citizen against citizen'.
tlg0014.tlg013.perseus-eng2::2	Exemption from taxes	Exemption from taxes	Exemption from taxes	False	Exemption from taxes	Explicitly mentions giving 'immunity from taxes' as an alternative to citizenship.
tlg0014.tlg016.perseus-eng2::0	Right to vote in the Ekklesia	Right to vote in the Ekklesia	Speaking in the assembly	False	Right to address the assembly	Refers to the 'task of men who claim to offer advice in this Assembly' and individuals who 'spoke Attic'.
tlg0014.tlg016.perseus-eng2::1	Political power	Access to political influence	Eligibility for public office	False	Eligibility for public office	Discusses embassies addressed to Athens and the role of speakers representing specific interests in a diplomatic/deliberative capacity.
tlg0014.tlg017.perseus-eng2::0	Protection from arbitrary banishment	Protection from arbitrary banishment	Protection from arbitrary banishment	False	Protection from arbitrary banishment	Explicitly prohibits 'banishments contrary to the laws established'.
tlg0014.tlg017.perseus-eng2::1	Right to retain property	Right to retain property	Protection from property seizure	False	Right to retain property	Prohibits the 'confiscation of property' and 'partition of lands'.
tlg0014.tlg017.perseus-eng2::2	Right to own property	Right to retain slaves	Owning and retaining property	False	Right to retain property	Prohibits the 'emancipation of slaves' (as property) for revolutionary purposes.
tlg0014.tlg017.perseus-eng2::3	Right to freedom of movement	Right to sail the seas	Freedom of movement	False	Right to freedom of movement	The compact provides that all parties 'may sail the seas' and none may 'hinder them'.
tlg0014.tlg017.perseus-eng2::4	Right to own property	Exclusive use of harbor facilities	Right to engage in business	False	Right to retain own earnings	Discusses the right to 'build their ships here' and 'furnish them with crews' in a specific harbor.
tlg0014.tlg017.perseus-eng2::5	Protection from arbitrary banishment	Security from hostile exiles	Protection from arbitrary banishment	False	Protection from arbitrary banishment	Refers to laws regarding 'exiles' setting out with 'hostile intent'.
tlg0014.tlg018.perseus-eng2::0	Right to a legal trial	Right to an impartial hearing	Right to a trial	False	Right to a legal trial	Refers to the 'judicial oath' and the right of 'every litigant' to an 'impartial hearing'.
tlg0014.tlg018.perseus-eng2::3	Exemption from compulsory public financing	Exemption from excessive naval costs	Exemption from liturgies	False	Exemption from compulsory public financing	Describes the assessment of 'trierarchs' based on property for the trireme liturgy.
tlg0014.tlg018.perseus-eng2::4	Exemption from compulsory public financing	Protection from naval financing burdens	Exemption from liturgies	False	Exemption from compulsory public financing	Discusses statutes compelling the wealthy to pay and relief for 'needy citizens' from 'grinding' public services.
tlg0014.tlg018.perseus-eng2::5	Right to reside in the city	Right to reside in the countryside	Freedom of movement	False	Right to freedom of movement	Restricts the right to 'pass the night in the country' and mandates relocation to the city.
tlg0014.tlg018.perseus-eng2::6	Protection from enslavement	Protection from enslavement	Personal liberty	False	Protection from enslavement	Discusses 'selling the inhabitants into slavery' and the scandal of Greeks being 'enslaved'.
tlg0014.tlg019.perseus-eng2::0	Access to public honors	Eligibility for public honors	Eligibility for public honors	False	Access to public honors	Refers to a 'vote of thanks' or an 'invitation to the public dinner in the Town Hall' for ambassadors.
tlg0014.tlg019.perseus-eng2::2	Protection from capital punishment	Protection from capital punishment	Protection from capital punishment	False	Protection from capital punishment	States that the 'law visits such conduct with death' for unauthorized diplomatic activity.
tlg0014.tlg019.perseus-eng2::3	Exemption from legal audit	Exemption from legal scrutiny	Exemption from legal audit	False	Exemption from legal audit	Verbatim discusses men who 'submitted to scrutiny' and 'administered any public function' being accountable.
tlg0014.tlg019.perseus-eng2::6	Political power	Right to appoint ambassadors	Eligibility for diplomatic office	True	Eligibility for public office	Verbatim explicitly mentions appointing someone 'as an envoy' for 'public business'.
tlg0014.tlg023.perseus-eng2::0	Protection from enslavement	Protection from private detention	Protection from arbitrary arrest	False	Right to a legal trial	Verbatim distinguishes between taking the arrested to 'the house of the prosecutor' vs 'the archons' under 'control of the laws'.
tlg0014.tlg023.perseus-eng2::1	Protection from enslavement	Protection from extra-territorial seizure	Freedom of movement	False	Right to freedom of movement	Focuses on the right of exiles not to be 'pursued or violently seized' 'outside the frontier'.
tlg0014.tlg023.perseus-eng2::2	Right to bodily autonomy	Protection of physical integrity	Protection from private assault	False	Protection from corporal punishment	Legalizes killing to save women from 'indignity', 'licentiousness', and those who 'insult them and defile them'.
tlg0014.tlg023.perseus-eng2::3	Protection from arbitrary banishment	Right of return after reconciliation	Right of residence	False	Right to reside in the city	Describes the conditions under which an exile is 'permitted... to return' to the country.
tlg0014.tlg023.perseus-eng2::4	Right to freedom of movement	Protection from excessive hostage-taking	Protection from arbitrary arrest	False	Right to a legal trial	Limits the right of kinsmen to 'take and hold hostages' (detention) to a specific number.
tlg0014.tlg023.perseus-eng2::5	Right to a legal trial	Right to equal legal application	Right to citizenship	False	Right to citizenship	Verbatim refers to every citizen having an 'equal share in civil rights' and the law applying 'to all Athenians'.
