author_code	work_code	filename	file_path	title	author	editors	publisher	pub_place	pub_date	source_bibl	languages	extent	funder	principal	text_length	word_count	source_date
tlg0062	tlg004	tlg0062.tlg004.perseus-eng4.xml	tlg0062/tlg004/tlg0062.tlg004.perseus-eng4.xml	Heracles, an Introductory Lecture	Lucian	Henry Watson Fowler; Francis George Fowler; Henry Watson Fowler; Francis George Fowler	Tufts University	Medford, MA, USA	2023-08-01		eng		National Endowment for the Humanities	Gregory Crane	5475	1003	1905
tlg0062	tlg004	tlg0062.tlg004.perseus-eng2.xml	tlg0062/tlg004/tlg0062.tlg004.perseus-eng2.xml	Heracles: an Introduction	Lucian of Samosata	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	United States	Perseus 5.0	Hom. Il. 3.108	eng		National Endowment for the Humanities	Gregory Crane	6280	1154	1913
tlg0062	tlg050	tlg0062.tlg050.perseus-grc2.xml	tlg0062/tlg050/tlg0062.tlg050.perseus-grc2.xml	Θεῶν Ἐκκλησία	Lucian	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		The National Endowment for the Humanities	Gregory Crane	12320	1988	1936
tlg0062	tlg050	tlg0062.tlg050.perseus-eng2.xml	tlg0062/tlg050/tlg0062.tlg050.perseus-eng2.xml	The Parliament of the Gods	Lucian of Samosata	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	United States	Perseus 5.0		eng		National Endowment for the Humanities	Gregory Crane	20821	3704	1936
tlg0062	tlg050	tlg0062.tlg050.perseus-eng4.xml	tlg0062/tlg050/tlg0062.tlg050.perseus-eng4.xml	The Gods in Council	Lucian	Henry Watson Fowler; Francis George Fowler; Henry Watson Fowler; Francis George Fowler	Tufts University	Medford, MA, USA	2023-08-01		eng		National Endowment for the Humanities	Gregory Crane	14738	2576	1905
tlg0062	tlg057	tlg0062.tlg057.perseus-eng4.xml	tlg0062/tlg057/tlg0062.tlg057.perseus-eng4.xml	Zeuxis and Antiochus	Lucian	Henry Watson Fowler; Francis George Fowler; Henry Watson Fowler; Francis George Fowler	Tufts University	Medford, MA, USA	2023-08-01		eng		National Endowment for the Humanities	Gregory Crane	10345	1799	1905
tlg0062	tlg057	tlg0062.tlg057.perseus-eng3.xml	tlg0062/tlg057/tlg0062.tlg057.perseus-eng3.xml	Zeuxis or Antiochus	Lucian of Samosata	Kenneth Kilburn; Kenneth Kilburn	Trustees of Tufts University	Medford, MA	Perseus 5.0		eng		The National Endowment for the Humanities	Gregory Crane	10999	1922	1959
tlg0062	tlg057	tlg0062.tlg057.perseus-grc2.xml	tlg0062/tlg057/tlg0062.tlg057.perseus-grc2.xml	Ζεύξις ἢ Ἀντίοχος	Lucian	Karl Jacobitz; Karl Jacobitz	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		Google Digital Humanities Awards Program	Gregory Crane	9910	1589	1909
tlg0062	tlg057	tlg0062.tlg057.perseus-grc3.xml	tlg0062/tlg057/tlg0062.tlg057.perseus-grc3.xml	Ζεῦξις ἢ Ἀντίοχος	Lucian of Samosata	Kenneth Kilburn; Kenneth Kilburn	Trustees of Tufts University	Medford, MA	Perseus 5.0		grc		The National Endowment for the Humanities	Gregory Crane	9987	1596	1959
tlg0062	tlg068	tlg0062.tlg068.perseus-eng4.xml	tlg0062/tlg068/tlg0062.tlg068.perseus-eng4.xml	Dialogues of the Gods	Lucian	Henry Watson Fowler; Francis George Fowler; Henry Watson Fowler; Francis George Fowler	Tufts University	Medford, MA, USA	2023-08-01		eng		National Endowment for the Humanities	Gregory Crane	46117	8672	1905
tlg0062	tlg068	tlg0062.tlg068.perseus-eng3.xml	tlg0062/tlg068/tlg0062.tlg068.perseus-eng3.xml	Dialogues of the Gods	Lucian of Samosata	Matthew Donald Macleod; Matthew Donald Macleod	Trustees of Tufts University	Medford, MA	Perseus 5.0		eng		The National Endowment for the Humanities	Gregory Crane	60746	10981	1961
tlg0062	tlg068	tlg0062.tlg068.perseus-grc3.xml	tlg0062/tlg068/tlg0062.tlg068.perseus-grc3.xml	Θεῶν διάλογοι	Lucian of Samosata	Matthew Donald Macleod; Matthew Donald Macleod	Trustees of Tufts University	Medford, MA	Perseus 5.0		grc		The National Endowment for the Humanities	Gregory Crane	49815	8010	1961
tlg0062	tlg068	tlg0062.tlg068.perseus-grc2.xml	tlg0062/tlg068/tlg0062.tlg068.perseus-grc2.xml	Θεῶν Διάλογοι	Lucian	Karl Jacobitz; Karl Jacobitz	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc; eng		Google Digital Humanities Awards Program	Gregory Crane	49366	7919	1909
tlg0062	tlg061	tlg0062.tlg061.perseus-grc2.xml	tlg0062/tlg061/tlg0062.tlg061.perseus-grc2.xml	Διάλογος πρὸς Ἡσίοδον	Lucian	Karl Jacobitz; Karl Jacobitz	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		Google Digital Humanities Awards Program	Gregory Crane	5769	950	1913
tlg0062	tlg061	tlg0062.tlg061.perseus-grc3.xml	tlg0062/tlg061/tlg0062.tlg061.perseus-grc3.xml	Διάλογος πρὸς Ἡσίοδον	Lucian of Samosata	Kenneth Kilburn; Kenneth Kilburn	Trustees of Tufts University	Medford, MA	Perseus 5.0		grc		The National Endowment for the Humanities	Gregory Crane	5785	948	1959
tlg0062	tlg061	tlg0062.tlg061.perseus-eng4.xml	tlg0062/tlg061/tlg0062.tlg061.perseus-eng4.xml	A Word with Hesiod	Lucian	Henry Watson Fowler; Francis George Fowler; Henry Watson Fowler; Francis George Fowler	Tufts University	Medford, MA, USA	2023-08-01		eng		National Endowment for the Humanities	Gregory Crane	6198	1097	1905
tlg0062	tlg061	tlg0062.tlg061.perseus-eng3.xml	tlg0062/tlg061/tlg0062.tlg061.perseus-eng3.xml	A conversation with Hesiod	Lucian of Samosata	Kenneth Kilburn; Kenneth Kilburn	Trustees of Tufts University	Medford, MA	Perseus 5.0		eng		The National Endowment for the Humanities	Gregory Crane	6141	1109	1959
tlg0062	tlg066	tlg0062.tlg066.perseus-eng3.xml	tlg0062/tlg066/tlg0062.tlg066.perseus-eng3.xml	Dialogues of the Dead	Lucian of Samosata	Matthew Donald Macleod; Matthew Donald Macleod	Trustees of Tufts University	Medford, MA	Perseus 5.0		eng		The National Endowment for the Humanities	Gregory Crane	89455	16046	1961
tlg0062	tlg066	tlg0062.tlg066.perseus-eng4.xml	tlg0062/tlg066/tlg0062.tlg066.perseus-eng4.xml	Dialogues of the Dead	Lucian	Henry Watson Fowler; Francis George Fowler; Henry Watson Fowler; Francis George Fowler	Tufts University	Medford, MA, USA	2023-08-01		eng		National Endowment for the Humanities	Gregory Crane	81004	14230	1905
tlg0062	tlg066	tlg0062.tlg066.perseus-grc3.xml	tlg0062/tlg066/tlg0062.tlg066.perseus-grc3.xml	Νεκρικοὶ διάλογοι	Lucian of Samosata	Matthew Donald Macleod; Matthew Donald Macleod	Trustees of Tufts University	Medford, MA	Perseus 5.0		grc		The National Endowment for the Humanities	Gregory Crane	76786	12143	1961
tlg0062	tlg066	tlg0062.tlg066.perseus-grc2.xml	tlg0062/tlg066/tlg0062.tlg066.perseus-grc2.xml	Νεκρικοὶ Διάλογοι	Lucian	Karl Jacobitz; Karl Jacobitz	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		Google Digital Humanities Awards Program	Gregory Crane	76596	11715	1909
tlg0062	tlg059	tlg0062.tlg059.perseus-eng3.xml	tlg0062/tlg059/tlg0062.tlg059.perseus-eng3.xml	Harmonides	Lucian of Samosata	Kenneth Kilburn; Kenneth Kilburn	Trustees of Tufts University	Medford, MA	Perseus 5.0		eng		The National Endowment for the Humanities	Gregory Crane	14791	2686	1959
tlg0062	tlg059	tlg0062.tlg059.perseus-eng4.xml	tlg0062/tlg059/tlg0062.tlg059.perseus-eng4.xml	Apology For ‘the Dependent Scholar’	Lucian	Henry Watson Fowler; Francis George Fowler; Henry Watson Fowler; Francis George Fowler	Tufts University	Medford, MA, USA	2023-08-01		eng		National Endowment for the Humanities	Gregory Crane	14231	2568	1905
tlg0062	tlg059	tlg0062.tlg059.perseus-grc2.xml	tlg0062/tlg059/tlg0062.tlg059.perseus-grc2.xml	Ἀπολογία	Lucian	Karl Jacobitz; Karl Jacobitz	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		Google Digital Humanities Awards Program	Gregory Crane	13147	2069	1909
tlg0062	tlg059	tlg0062.tlg059.perseus-grc3.xml	tlg0062/tlg059/tlg0062.tlg059.perseus-grc3.xml	Ἀπολογία	Lucian of Samosata	Kenneth Kilburn; Kenneth Kilburn	Trustees of Tufts University	Medford, MA	Perseus 5.0		grc		The National Endowment for the Humanities	Gregory Crane	13521	2135	1959
tlg0062	tlg005	tlg0062.tlg005.perseus-grc2.xml	tlg0062/tlg005/tlg0062.tlg005.perseus-grc2.xml	Περὶ τοῦ Ἡλέκτρου ἢ Κύκνων	Lucian	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		The National Endowment for the Humanities	Gregory Crane	3884	607	1913
tlg0062	tlg005	tlg0062.tlg005.perseus-eng4.xml	tlg0062/tlg005/tlg0062.tlg005.perseus-eng4.xml	Swans and Amber	Lucian	Henry Watson Fowler; Francis George Fowler; Henry Watson Fowler; Francis George Fowler	Tufts University	Medford, MA, USA	2023-08-01		eng		National Endowment for the Humanities	Gregory Crane	3736	710	1905
tlg0062	tlg005	tlg0062.tlg005.perseus-eng2.xml	tlg0062/tlg005/tlg0062.tlg005.perseus-eng2.xml	Amber, or the Swan	Lucian of Samosata	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	United States	Perseus 5.0		eng		National Endowment for the Humanities	Gregory Crane	4957	938	1913
tlg0062	tlg002	tlg0062.tlg002.perseus-eng2.xml	tlg0062/tlg002/tlg0062.tlg002.perseus-eng2.xml	Hippias, or the Bath	Lucian of Samosata	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	United States	Perseus 5.0		eng		National Endowment for the Humanities	Gregory Crane	7873	1383	1913
tlg0062	tlg002	tlg0062.tlg002.perseus-grc2.xml	tlg0062/tlg002/tlg0062.tlg002.perseus-grc2.xml	Ἱππίας ἢ Βαλανεῖον	Lucian	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		The National Endowment for the Humanities	Gregory Crane	6848	1033	1913
tlg0062	tlg034	tlg0062.tlg034.perseus-grc2.xml	tlg0062/tlg034/tlg0062.tlg034.perseus-grc2.xml	Ἀνάχαρσις ἢ Περὶ Γυμνασίων	Lucian	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		The National Endowment for the Humanities	Gregory Crane	41375	6505	1925
tlg0062	tlg034	tlg0062.tlg034.perseus-eng2.xml	tlg0062/tlg034/tlg0062.tlg034.perseus-eng2.xml	Anacharsis, or Athletics	Lucian of Samosata	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	United States	Perseus 5.0		eng		National Endowment for the Humanities	Gregory Crane	51484	9367	1925
tlg0062	tlg034	tlg0062.tlg034.perseus-eng4.xml	tlg0062/tlg034/tlg0062.tlg034.perseus-eng4.xml	Anacharsis, a Discussion of Physical Training	Lucian	Henry Watson Fowler; Francis George Fowler; Henry Watson Fowler; Francis George Fowler	Tufts University	Medford, MA, USA	2023-08-01		eng		National Endowment for the Humanities	Gregory Crane	41601	7506	1905
tlg0062	tlg033	tlg0062.tlg033.perseus-eng4.xml	tlg0062/tlg033/tlg0062.tlg033.perseus-eng4.xml	The Dependent Scholar	Lucian	Henry Watson Fowler; Francis George Fowler; Henry Watson Fowler; Francis George Fowler	Tufts University	Medford, MA, USA	2023-08-01		eng		National Endowment for the Humanities	Gregory Crane	50645	9111	1905
tlg0062	tlg033	tlg0062.tlg033.perseus-eng2.xml	tlg0062/tlg033/tlg0062.tlg033.perseus-eng2.xml	On Salaried Posts in Great Houses	Lucian of Samosata	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	United States	Perseus 5.0	Theognis 173 ff.	eng		National Endowment for the Humanities	Gregory Crane	57732	10454	1921
tlg0062	tlg033	tlg0062.tlg033.perseus-grc2.xml	tlg0062/tlg033/tlg0062.tlg033.perseus-grc2.xml	Περὶ τῶν ἐν Μισθῷ συνόντων	Lucian	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		The National Endowment for the Humanities	Gregory Crane	46083	7304	1921
tlg0062	tlg067	tlg0062.tlg067.perseus-eng3.xml	tlg0062/tlg067/tlg0062.tlg067.perseus-eng3.xml	Dialogues of the Gods	Lucian of Samosata	Matthew Donald Macleod; Matthew Donald Macleod	Trustees of Tufts University	Medford, MA	Perseus 5.0		eng		The National Endowment for the Humanities	Gregory Crane	31180	5688	1961
tlg0062	tlg067	tlg0062.tlg067.perseus-eng4.xml	tlg0062/tlg067/tlg0062.tlg067.perseus-eng4.xml	Dialogues of the Sea-gods:	Lucian	Henry Watson Fowler; Francis George Fowler; Henry Watson Fowler; Francis George Fowler	Tufts University	Medford, MA, USA	2023-08-01		eng		National Endowment for the Humanities	Gregory Crane	26514	4954	1905
tlg0062	tlg067	tlg0062.tlg067.perseus-grc2.xml	tlg0062/tlg067/tlg0062.tlg067.perseus-grc2.xml	Ἐνάλιοι Διάλογοι	Lucian	Karl Jacobitz; Karl Jacobitz	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		Google Digital Humanities Awards Program	Gregory Crane	26667	4154	1909
tlg0062	tlg067	tlg0062.tlg067.perseus-grc3.xml	tlg0062/tlg067/tlg0062.tlg067.perseus-grc3.xml	Ἐνάλιοι διάλογοι	Lucian of Samosata	Matthew Donald Macleod; Matthew Donald Macleod	Trustees of Tufts University	Medford, MA	Perseus 5.0		grc		The National Endowment for the Humanities	Gregory Crane	26976	4207	1961
tlg0062	tlg058	tlg0062.tlg058.perseus-eng3.xml	tlg0062/tlg058/tlg0062.tlg058.perseus-eng3.xml	A Slip of the Tongue in Greeting	Lucian of Samosata	Kenneth Kilburn; Kenneth Kilburn	Trustees of Tufts University	Medford, MA	Perseus 5.0		eng		The National Endowment for the Humanities	Gregory Crane	10977	2019	1959
tlg0062	tlg058	tlg0062.tlg058.perseus-eng4.xml	tlg0062/tlg058/tlg0062.tlg058.perseus-eng4.xml	A Slip of the Tongue in Salutation	Lucian	Henry Watson Fowler; Francis George Fowler; Henry Watson Fowler; Francis George Fowler	Tufts University	Medford, MA, USA	2023-08-01		eng		National Endowment for the Humanities	Gregory Crane	11188	1983	1905
tlg0062	tlg058	tlg0062.tlg058.perseus-grc3.xml	tlg0062/tlg058/tlg0062.tlg058.perseus-grc3.xml	Ὑπέρ τοῦ ἐν τῇ προσαγορεύσει πταισμάτως	Lucian of Samosata	Kenneth Kilburn; Kenneth Kilburn	Trustees of Tufts University	Medford, MA	Perseus 5.0		grc		The National Endowment for the Humanities	Gregory Crane	10570	1694	1959
tlg0062	tlg058	tlg0062.tlg058.perseus-grc2.xml	tlg0062/tlg058/tlg0062.tlg058.perseus-grc2.xml	Ὑπὲρ τοῦ ἐν τῇ Προσαγορεύσει Πταίσματος	Lucian	Karl Jacobitz; Karl Jacobitz	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		Google Digital Humanities Awards Program	Gregory Crane	10029	1595	1909
tlg0062	tlg060	tlg0062.tlg060.perseus-grc3.xml	tlg0062/tlg060/tlg0062.tlg060.perseus-grc3.xml	Ἀπολογία	Lucian of Samosata	Kenneth Kilburn; Kenneth Kilburn	Trustees of Tufts University	Medford, MA	Perseus 5.0		grc		The National Endowment for the Humanities	Gregory Crane	5996	1016	1959
tlg0062	tlg060	tlg0062.tlg060.perseus-grc2.xml	tlg0062/tlg060/tlg0062.tlg060.perseus-grc2.xml	Ἁρμονίδης	Lucian	Karl Jacobitz; Karl Jacobitz	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		Google Digital Humanities Awards Program	Gregory Crane	5770	983	1909
tlg0062	tlg060	tlg0062.tlg060.perseus-eng4.xml	tlg0062/tlg060/tlg0062.tlg060.perseus-eng4.xml	Harmonides	Lucian	Henry Watson Fowler; Francis George Fowler; Henry Watson Fowler; Francis George Fowler	Tufts University	Medford, MA, USA	2023-08-01		eng		National Endowment for the Humanities	Gregory Crane	6018	1079	1905
tlg0062	tlg060	tlg0062.tlg060.perseus-eng3.xml	tlg0062/tlg060/tlg0062.tlg060.perseus-eng3.xml	Harmonides	Lucian of Samosata	Kenneth Kilburn; Kenneth Kilburn	Trustees of Tufts University	Medford, MA	Perseus 5.0		eng		The National Endowment for the Humanities	Gregory Crane	6741	1231	1959
tlg0062	tlg056	tlg0062.tlg056.perseus-eng4.xml	tlg0062/tlg056/tlg0062.tlg056.perseus-eng4.xml	Herodotus and Aetion	Lucian	Henry Watson Fowler; Francis George Fowler; Henry Watson Fowler; Francis George Fowler	Tufts University	Medford, MA, USA	2023-08-01		eng		National Endowment for the Humanities	Gregory Crane	6552	1163	1905
tlg0062	tlg056	tlg0062.tlg056.perseus-eng3.xml	tlg0062/tlg056/tlg0062.tlg056.perseus-eng3.xml	Herodotus or Aëtion	Lucian of Samosata	Kenneth Kilburn; Kenneth Kilburn	Trustees of Tufts University	Medford, MA	Perseus 5.0		eng		The National Endowment for the Humanities	Gregory Crane	6498	1162	1959
tlg0062	tlg056	tlg0062.tlg056.perseus-grc3.xml	tlg0062/tlg056/tlg0062.tlg056.perseus-grc3.xml	Ἡρόδοτος ἢ Ἀετίων	Lucian of Samosata	Kenneth Kilburn; Kenneth Kilburn	Trustees of Tufts University	Medford, MA	Perseus 5.0		grc		The National Endowment for the Humanities	Gregory Crane	6037	964	1959
tlg0062	tlg056	tlg0062.tlg056.perseus-grc2.xml	tlg0062/tlg056/tlg0062.tlg056.perseus-grc2.xml	Ἡρόδοτος ἢ Ἀετίων	Lucian	Karl Jacobitz; Karl Jacobitz	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		Google Digital Humanities Awards Program	Gregory Crane	5782	931	1909
tlg0062	tlg069	tlg0062.tlg069.perseus-eng4.xml	tlg0062/tlg069/tlg0062.tlg069.perseus-eng4.xml	Dialogues of the Hetaerae	Lucian	Henry Watson Fowler; Francis George Fowler; Henry Watson Fowler; Francis George Fowler	Tufts University	Medford, MA, USA	2023-08-01		eng		National Endowment for the Humanities	Gregory Crane	45188	8572	1905
tlg0062	tlg069	tlg0062.tlg069.perseus-eng3.xml	tlg0062/tlg069/tlg0062.tlg069.perseus-eng3.xml	Dialogues of the Courtesans	Lucian of Samosata	Matthew Donald Macleod; Matthew Donald Macleod	Trustees of Tufts University	Medford, MA	Perseus 5.0		eng		The National Endowment for the Humanities	Gregory Crane	64761	11671	1961
tlg0062	tlg069	tlg0062.tlg069.perseus-grc2.xml	tlg0062/tlg069/tlg0062.tlg069.perseus-grc2.xml	Ἑταιρικοὶ Διάλογοι	Lucian	Karl Jacobitz; Karl Jacobitz	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		Google Digital Humanities Awards Program	Gregory Crane	52808	8173	1913
tlg0062	tlg069	tlg0062.tlg069.perseus-grc3.xml	tlg0062/tlg069/tlg0062.tlg069.perseus-grc3.xml	Ἑταιρικοὶ διάλογοι	Lucian of Samosata	Matthew Donald Macleod; Matthew Donald Macleod	Trustees of Tufts University	Medford, MA	Perseus 5.0		grc		The National Endowment for the Humanities	Gregory Crane	53407	8229	1961
tlg0062	tlg051	tlg0062.tlg051.perseus-grc2.xml	tlg0062/tlg051/tlg0062.tlg051.perseus-grc2.xml	Τυραννοκτόνος	Lucian	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		The National Endowment for the Humanities	Gregory Crane	20424	3189	1936
tlg0062	tlg051	tlg0062.tlg051.perseus-eng2.xml	tlg0062/tlg051/tlg0062.tlg051.perseus-eng2.xml	The Tyrannicide	Lucian of Samosata	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	United States	Perseus 5.0		eng		National Endowment for the Humanities	Gregory Crane	24059	4353	1936
tlg0062	tlg051	tlg0062.tlg051.perseus-eng4.xml	tlg0062/tlg051/tlg0062.tlg051.perseus-eng4.xml	The Tyrannicide	Lucian	Henry Watson Fowler; Francis George Fowler; Henry Watson Fowler; Francis George Fowler	Tufts University	Medford, MA, USA	2023-08-01		eng		National Endowment for the Humanities	Gregory Crane	19615	3584	1905
tlg0062	tlg042	tlg0062.tlg042.perseus-eng4.xml	tlg0062/tlg042/tlg0062.tlg042.perseus-eng4.xml	The Death of Peregrine	Lucian	Henry Watson Fowler; Francis George Fowler; Henry Watson Fowler; Francis George Fowler	Tufts University	Medford, MA, USA	2023-08-01		eng		National Endowment for the Humanities	Gregory Crane	31845	5667	1905
tlg0062	tlg042	tlg0062.tlg042.perseus-eng2.xml	tlg0062/tlg042/tlg0062.tlg042.perseus-eng2.xml	The Passing of Peregrinus	Lucian of Samosata	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	United States	Perseus 5.0	Iliad, XIV, 1.	eng		National Endowment for the Humanities	Gregory Crane	45585	8099	1936
tlg0062	tlg042	tlg0062.tlg042.perseus-grc2.xml	tlg0062/tlg042/tlg0062.tlg042.perseus-grc2.xml	Περὶ τῆς Περεγρίνου Τελευτῆς	Lucian	Austin Morris Harmon; Austin Morris Harmon	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		The National Endowment for the Humanities	Gregory Crane	29435	4583	1936
