period	group_cat	resource_meta	has_right
Late Classical (354–165 BCE)	Scythians	Eligibility for public office	0
Late Classical (354–165 BCE)	Scythians	Exemption from compulsory public financing	0
Late Classical (354–165 BCE)	Scythians	Exemption from legal audit	0
Late Classical (354–165 BCE)	Scythians	Exemption from manual labor	0
Late Classical (354–165 BCE)	Scythians	Exemption from military service	0
Late Classical (354–165 BCE)	Scythians	Exemption from public service financing	0
Late Classical (354–165 BCE)	Scythians	Exemption from taxes	0
Late Classical (354–165 BCE)	Scythians	Political power	0
Late Classical (354–165 BCE)	Scythians	Protection from arbitrary banishment	0
Late Classical (354–165 BCE)	Scythians	Protection from capital punishment	0
Late Classical (354–165 BCE)	Scythians	Protection from corporal punishment	0
Late Classical (354–165 BCE)	Scythians	Protection from enslavement	0
Late Classical (354–165 BCE)	Scythians	Protection from legal prosecution	0
Late Classical (354–165 BCE)	Scythians	Protection from public libel	0
Late Classical (354–165 BCE)	Scythians	Right to a dowry	0
Late Classical (354–165 BCE)	Scythians	Right to a legal trial	0
Late Classical (354–165 BCE)	Scythians	Right to address the assembly	0
Late Classical (354–165 BCE)	Scythians	Right to adopt	0
Late Classical (354–165 BCE)	Scythians	Right to bear arms	0
Late Classical (354–165 BCE)	Scythians	Right to bodily autonomy	0
Late Classical (354–165 BCE)	Scythians	Right to burial	0
Late Classical (354–165 BCE)	Scythians	Right to citizenship	0
Late Classical (354–165 BCE)	Scythians	Right to dispose of property	0
Late Classical (354–165 BCE)	Scythians	Right to free speech	0
Late Classical (354–165 BCE)	Scythians	Right to freedom of movement	0
Late Classical (354–165 BCE)	Scythians	Right to inherit divine covenant	0
Late Classical (354–165 BCE)	Scythians	Right to inherit property	0
Late Classical (354–165 BCE)	Scythians	Right to marry	0
Late Classical (354–165 BCE)	Scythians	Right to military protection	0
Late Classical (354–165 BCE)	Scythians	Right to own land	0
Late Classical (354–165 BCE)	Scythians	Right to own property	0
Late Classical (354–165 BCE)	Scythians	Right to professional judgement	0
Late Classical (354–165 BCE)	Scythians	Right to remuneration for office	0
Late Classical (354–165 BCE)	Scythians	Right to reside in the city	0
Late Classical (354–165 BCE)	Scythians	Right to retain own earnings	0
Late Classical (354–165 BCE)	Scythians	Right to retain property	0
Late Classical (354–165 BCE)	Scythians	Right to speak first in assembly	0
Late Classical (354–165 BCE)	Scythians	Right to valid professional opinion	0
Late Classical (354–165 BCE)	Scythians	Right to vote in the Ekklesia	0
Late Classical (354–165 BCE)	Sick	Access to education	0
Late Classical (354–165 BCE)	Sick	Access to public honors	0
Late Classical (354–165 BCE)	Sick	Access to religious rites	0
Late Classical (354–165 BCE)	Sick	Access to the gymnasium	0
Late Classical (354–165 BCE)	Sick	Eligibility for public office	0
Late Classical (354–165 BCE)	Sick	Exemption from compulsory public financing	0
Late Classical (354–165 BCE)	Sick	Exemption from legal audit	0
Late Classical (354–165 BCE)	Sick	Exemption from manual labor	0
Late Classical (354–165 BCE)	Sick	Exemption from military service	0
Late Classical (354–165 BCE)	Sick	Exemption from public service financing	0
Late Classical (354–165 BCE)	Sick	Exemption from taxes	0
Late Classical (354–165 BCE)	Sick	Political power	0
Late Classical (354–165 BCE)	Sick	Protection from arbitrary banishment	0
Late Classical (354–165 BCE)	Sick	Protection from capital punishment	0
Late Classical (354–165 BCE)	Sick	Protection from corporal punishment	0
Late Classical (354–165 BCE)	Sick	Protection from enslavement	0
Late Classical (354–165 BCE)	Sick	Protection from legal prosecution	0
Late Classical (354–165 BCE)	Sick	Protection from public libel	0
Late Classical (354–165 BCE)	Sick	Right to a dowry	0
Late Classical (354–165 BCE)	Sick	Right to a legal trial	0
Late Classical (354–165 BCE)	Sick	Right to address the assembly	0
Late Classical (354–165 BCE)	Sick	Right to adopt	0
Late Classical (354–165 BCE)	Sick	Right to bear arms	0
Late Classical (354–165 BCE)	Sick	Right to bodily autonomy	0
Late Classical (354–165 BCE)	Sick	Right to burial	0
Late Classical (354–165 BCE)	Sick	Right to citizenship	0
Late Classical (354–165 BCE)	Sick	Right to dispose of property	0
Late Classical (354–165 BCE)	Sick	Right to free speech	0
Late Classical (354–165 BCE)	Sick	Right to freedom of movement	0
Late Classical (354–165 BCE)	Sick	Right to inherit divine covenant	0
Late Classical (354–165 BCE)	Sick	Right to inherit property	0
Late Classical (354–165 BCE)	Sick	Right to marry	0
Late Classical (354–165 BCE)	Sick	Right to military protection	0
Late Classical (354–165 BCE)	Sick	Right to own land	0
Late Classical (354–165 BCE)	Sick	Right to own property	0
Late Classical (354–165 BCE)	Sick	Right to professional judgement	0
Late Classical (354–165 BCE)	Sick	Right to remuneration for office	1
Late Classical (354–165 BCE)	Sick	Right to reside in the city	0
Late Classical (354–165 BCE)	Sick	Right to retain own earnings	0
Late Classical (354–165 BCE)	Sick	Right to retain property	0
Late Classical (354–165 BCE)	Sick	Right to speak first in assembly	0
Late Classical (354–165 BCE)	Sick	Right to valid professional opinion	0
Late Classical (354–165 BCE)	Sick	Right to vote in the Ekklesia	0
Late Classical (354–165 BCE)	Slaves	Access to education	0
Late Classical (354–165 BCE)	Slaves	Access to public honors	0
Late Classical (354–165 BCE)	Slaves	Access to religious rites	0
Late Classical (354–165 BCE)	Slaves	Access to the gymnasium	1
Late Classical (354–165 BCE)	Slaves	Eligibility for public office	0
Late Classical (354–165 BCE)	Slaves	Exemption from compulsory public financing	0
Late Classical (354–165 BCE)	Slaves	Exemption from legal audit	0
Late Classical (354–165 BCE)	Slaves	Exemption from manual labor	0
Late Classical (354–165 BCE)	Slaves	Exemption from military service	0
Late Classical (354–165 BCE)	Slaves	Exemption from public service financing	0
Late Classical (354–165 BCE)	Slaves	Exemption from taxes	0
Late Classical (354–165 BCE)	Slaves	Political power	0
Late Classical (354–165 BCE)	Slaves	Protection from arbitrary banishment	0
Late Classical (354–165 BCE)	Slaves	Protection from capital punishment	1
Late Classical (354–165 BCE)	Slaves	Protection from corporal punishment	1
Late Classical (354–165 BCE)	Slaves	Protection from enslavement	1
Late Classical (354–165 BCE)	Slaves	Protection from legal prosecution	0
Late Classical (354–165 BCE)	Slaves	Protection from public libel	0
Late Classical (354–165 BCE)	Slaves	Right to a dowry	0
Late Classical (354–165 BCE)	Slaves	Right to a legal trial	1
Late Classical (354–165 BCE)	Slaves	Right to address the assembly	0
Late Classical (354–165 BCE)	Slaves	Right to adopt	0
Late Classical (354–165 BCE)	Slaves	Right to bear arms	0
Late Classical (354–165 BCE)	Slaves	Right to bodily autonomy	0
Late Classical (354–165 BCE)	Slaves	Right to burial	0
Late Classical (354–165 BCE)	Slaves	Right to citizenship	0
Late Classical (354–165 BCE)	Slaves	Right to dispose of property	0
Late Classical (354–165 BCE)	Slaves	Right to free speech	0
Late Classical (354–165 BCE)	Slaves	Right to freedom of movement	0
Late Classical (354–165 BCE)	Slaves	Right to inherit divine covenant	0
Late Classical (354–165 BCE)	Slaves	Right to inherit property	0
Late Classical (354–165 BCE)	Slaves	Right to marry	0
Late Classical (354–165 BCE)	Slaves	Right to military protection	0
Late Classical (354–165 BCE)	Slaves	Right to own land	0
Late Classical (354–165 BCE)	Slaves	Right to own property	0
Late Classical (354–165 BCE)	Slaves	Right to professional judgement	0
Late Classical (354–165 BCE)	Slaves	Right to remuneration for office	0
Late Classical (354–165 BCE)	Slaves	Right to reside in the city	0
Late Classical (354–165 BCE)	Slaves	Right to retain own earnings	1
Late Classical (354–165 BCE)	Slaves	Right to retain property	0
Late Classical (354–165 BCE)	Slaves	Right to speak first in assembly	0
Late Classical (354–165 BCE)	Slaves	Right to valid professional opinion	0
Late Classical (354–165 BCE)	Slaves	Right to vote in the Ekklesia	0
Late Classical (354–165 BCE)	Soldiers	Access to education	0
Late Classical (354–165 BCE)	Soldiers	Access to public honors	0
Late Classical (354–165 BCE)	Soldiers	Access to religious rites	0
Late Classical (354–165 BCE)	Soldiers	Access to the gymnasium	0
Late Classical (354–165 BCE)	Soldiers	Eligibility for public office	0
Late Classical (354–165 BCE)	Soldiers	Exemption from compulsory public financing	0
Late Classical (354–165 BCE)	Soldiers	Exemption from legal audit	0
Late Classical (354–165 BCE)	Soldiers	Exemption from manual labor	0
Late Classical (354–165 BCE)	Soldiers	Exemption from military service	0
Late Classical (354–165 BCE)	Soldiers	Exemption from public service financing	0
Late Classical (354–165 BCE)	Soldiers	Exemption from taxes	0
Late Classical (354–165 BCE)	Soldiers	Political power	0
Late Classical (354–165 BCE)	Soldiers	Protection from arbitrary banishment	0
Late Classical (354–165 BCE)	Soldiers	Protection from capital punishment	0
Late Classical (354–165 BCE)	Soldiers	Protection from corporal punishment	0
Late Classical (354–165 BCE)	Soldiers	Protection from enslavement	0
Late Classical (354–165 BCE)	Soldiers	Protection from legal prosecution	0
Late Classical (354–165 BCE)	Soldiers	Protection from public libel	0
Late Classical (354–165 BCE)	Soldiers	Right to a dowry	0
Late Classical (354–165 BCE)	Soldiers	Right to a legal trial	0
Late Classical (354–165 BCE)	Soldiers	Right to address the assembly	0
Late Classical (354–165 BCE)	Soldiers	Right to adopt	0
Late Classical (354–165 BCE)	Soldiers	Right to bear arms	1
Late Classical (354–165 BCE)	Soldiers	Right to bodily autonomy	0
Late Classical (354–165 BCE)	Soldiers	Right to burial	0
Late Classical (354–165 BCE)	Soldiers	Right to citizenship	0
Late Classical (354–165 BCE)	Soldiers	Right to dispose of property	0
Late Classical (354–165 BCE)	Soldiers	Right to free speech	0
Late Classical (354–165 BCE)	Soldiers	Right to freedom of movement	0
Late Classical (354–165 BCE)	Soldiers	Right to inherit divine covenant	0
Late Classical (354–165 BCE)	Soldiers	Right to inherit property	0
Late Classical (354–165 BCE)	Soldiers	Right to marry	0
Late Classical (354–165 BCE)	Soldiers	Right to military protection	0
Late Classical (354–165 BCE)	Soldiers	Right to own land	0
Late Classical (354–165 BCE)	Soldiers	Right to own property	0
Late Classical (354–165 BCE)	Soldiers	Right to professional judgement	0
Late Classical (354–165 BCE)	Soldiers	Right to remuneration for office	0
Late Classical (354–165 BCE)	Soldiers	Right to reside in the city	0
Late Classical (354–165 BCE)	Soldiers	Right to retain own earnings	0
Late Classical (354–165 BCE)	Soldiers	Right to retain property	0
Late Classical (354–165 BCE)	Soldiers	Right to speak first in assembly	0
Late Classical (354–165 BCE)	Soldiers	Right to valid professional opinion	0
Late Classical (354–165 BCE)	Soldiers	Right to vote in the Ekklesia	1
Late Classical (354–165 BCE)	Spartans	Access to education	0
Late Classical (354–165 BCE)	Spartans	Access to public honors	0
Late Classical (354–165 BCE)	Spartans	Access to religious rites	0
Late Classical (354–165 BCE)	Spartans	Access to the gymnasium	0
Late Classical (354–165 BCE)	Spartans	Eligibility for public office	0
Late Classical (354–165 BCE)	Spartans	Exemption from compulsory public financing	0
Late Classical (354–165 BCE)	Spartans	Exemption from legal audit	0
Late Classical (354–165 BCE)	Spartans	Exemption from manual labor	0
Late Classical (354–165 BCE)	Spartans	Exemption from military service	0
Late Classical (354–165 BCE)	Spartans	Exemption from public service financing	0
Late Classical (354–165 BCE)	Spartans	Exemption from taxes	0
Late Classical (354–165 BCE)	Spartans	Political power	0
Late Classical (354–165 BCE)	Spartans	Protection from arbitrary banishment	0
Late Classical (354–165 BCE)	Spartans	Protection from capital punishment	0
Late Classical (354–165 BCE)	Spartans	Protection from corporal punishment	0
Late Classical (354–165 BCE)	Spartans	Protection from enslavement	0
Late Classical (354–165 BCE)	Spartans	Protection from legal prosecution	0
Late Classical (354–165 BCE)	Spartans	Protection from public libel	0
Late Classical (354–165 BCE)	Spartans	Right to a dowry	0
Late Classical (354–165 BCE)	Spartans	Right to a legal trial	0
Late Classical (354–165 BCE)	Spartans	Right to address the assembly	0
Late Classical (354–165 BCE)	Spartans	Right to adopt	0
Late Classical (354–165 BCE)	Spartans	Right to bear arms	0
Late Classical (354–165 BCE)	Spartans	Right to bodily autonomy	0
Late Classical (354–165 BCE)	Spartans	Right to burial	0
Late Classical (354–165 BCE)	Spartans	Right to citizenship	0
Late Classical (354–165 BCE)	Spartans	Right to dispose of property	0
Late Classical (354–165 BCE)	Spartans	Right to free speech	0
Late Classical (354–165 BCE)	Spartans	Right to freedom of movement	0
Late Classical (354–165 BCE)	Spartans	Right to inherit divine covenant	0
Late Classical (354–165 BCE)	Spartans	Right to inherit property	0
Late Classical (354–165 BCE)	Spartans	Right to marry	0
Late Classical (354–165 BCE)	Spartans	Right to military protection	0
Late Classical (354–165 BCE)	Spartans	Right to own land	0
